,description,points,price,variety,country,tag,variable
402,"Aromatic overtones of meadow flowers with just a touch of cotton candy hover over the lemony freshness. The palate balances mellow richness with taut acidity and creates a friendly tension between those poles. There is abundant apple fruit, both tart and sweet and a clean, dry finish that accentuates autolysis.",89,,Sparkling Blend,England,worst reviews,country
403,"There is a flinty touch of reduction on the nose. The frothy palate follows with freshness and verve: there is rhubarb and lime peel, fresh lemon and tart greengage. The frothiness makes this exuberant and fun while the generous dosage puts us in mind of spring flowers and elder blossom.",89,25.0,Sparkling Blend,England,worst reviews,country
404,"The nose tells of the crisp green freshness of tart apples, the palate counters this with more generous, riper but still very fresh fruit and a wonderfully balm-like creaminess. It all comes together on the midpalate: rounded but unobtrusive autolysis embraces the tart briskness and rounds it all out. Totally refreshing, and does not take itself too seriously.",89,45.0,White Blend,England,worst reviews,country
405,"Creamy notes of tart red currant and crisp red apple perfume the nose. The palate adds to that a gentle, softening creaminess which mellows but does not seek to tame the exuberant freshness. This is lively and joyful, in a way that is mellow and brisk and the same time. The elegant mousse is enriching, the finish is of crisp red apple.",89,61.0,Sparkling Blend,England,worst reviews,country
406,This semisweet sparkling wine has vanilla bean and orange sorbet aromas. It has a good level of bubbles and marzipan and sweet tropical fruit flavors that persist into the finish.,88,30.0,Sparkling Blend,Luxembourg,worst reviews,country
407,"This Riesling has white floral and lemon zest aromas and lemon pith and grapefruit flavors. It's nicely balanced, with a pleasantly tart finish.",88,23.0,Riesling,Luxembourg,worst reviews,country
408,"Deep salmon in color, this wine offers a bouquet of cantaloupe and nectarine. It is bright on entry, with full mouthfeel and flavors of pineapple, grapefruit and white peach that culminate in a bright citrus finish.",88,15.0,Rosé,Armenia,worst reviews,country
409,"This dry Riesling offers rich floral aromas of lilies and freesia. Soft floral notes continue on the palate, where they are joined by stronger flavors of citrus, honey and roasted hazelnut.",88,15.0,Riesling,Czech Republic,worst reviews,country
410,"Aromas of blackberry, black currant and ground black pepper set the scene for flavors of brambleberry, cassis, chocolate and smoke. It is bright on entry, with fruit and acidity making way for savory notes and smooth tannins, ultimately wrapping up with a zesty cranberry finish.",88,15.0,Red Blend,Morocco,worst reviews,country
411,"Deep straw to the eye, this wine has a bouquet of lemon curd and apricot. Slightly savory flavors of pear, apricot, lavender and thyme are joined in the finish by the faintest hint of sweetness and a floral note.",87,15.0,White Blend,Morocco,worst reviews,country
412,"Vanilla, cherry and violet on the nose lead into flavors of black fruit, spices and pepper in this balanced, crisp red. Complex but refreshing, with a food-friendly character. Pair with lamb, cheeses.",87,18.0,Red Blend,Cyprus,worst reviews,country
413,"Delicious scents of honey, apples and petrol lead to a luscious, full-bodied palate full of smoke and honey with a gripping lime skin astringency on the finish. Rich in honey tones, yet quite dry, the palate is balanced with a bracing acidity.",87,16.0,Riesling,Slovakia,worst reviews,country
414,"Made from Xynisteri, a white Cypriot variety, this fresh, fruity wine is both easydrinking and food friendly. The nose offers citrus, flowers and melon, with like flavors that are both light and balanced. A terrific warm weather sip.",87,15.0,White Blend,Cyprus,worst reviews,country
415,"Fragrances of cherry, caramel and violet show brightly on the nose. Tart cherry, cranberry and coffee flavors are overpowered by strong tannins.",87,18.0,Red Blend,Morocco,worst reviews,country
416,"This elegant Cypriot white from the monastery of Chrysorroyiatissa offers a blend of complexity and freshness. The clean, lush fruit and citrus flavors are balanced with fresh acidity and a touch of floral sweetness. An intriguing white with class.",87,11.0,White Blend,Cyprus,worst reviews,country
417,"This Chardonnay has an appealing nose that's both fruity and toasty, with complex, lush flavors of Chardonnay fruit, vanilla and toasted wood. A spirited but elegant wine that will pair well with poultry, cheeses or richer fish.",87,15.0,Chardonnay,Macedonia,worst reviews,country
418,"This garnet-colored Pinot Noir is named after Alexander the Great—The Macedon. It has aromas of cherry and vanilla and bright top notes of fresh red raspberry. Medium bodied, it delivers fresh flavors of cranberry and cherry in the finish.",87,15.0,Pinot Noir,Macedonia,worst reviews,country
419,"Aromas of caramel, toffee and lemon zest set the scene for flavors of peach and white pears with a touch of toffee. It is round in the mouth with a nice balance of fruit and caramel flavors on the finish.",87,15.0,Sauvignon Blanc,Czech Republic,worst reviews,country
420,"Medium yellow in color, this wine has aromas of tangerine and Turkish delight. It is soft on the palate, with flavors of pineapple, lemon and flint that lead to a lime zest finish.",87,15.0,White Blend,Morocco,worst reviews,country
421,"This Merlot-Cabernet-Vranec blend offers an appealing, easydrinking array of warming spice, dark berries and spice on the nose and palate. Full in the mouth with a fruity character backed by acid and spice, it will pair well with veal or pork.",86,16.0,Red Blend,Macedonia,worst reviews,country
422,"While aromatically subdued, this is a refreshing, easy-drinking white blend, with pleasant lemon and apple flavors. A hint of orange peel and a brisk, lime-accented acidity highlight the midpalate. Drink now.",86,10.0,White Blend,Georgia,worst reviews,country
423,"Rustic on the nose, with scents of dried herbs and grass that mingle with pretty rose and tea-leaf notes, this wine is an unusual blend of Turkish Öküzgözü and Boazkere grapes with Syrah and Petit Verdot. Full bodied and soft on the palate, with ripe, red-fruit and mocha-chocolate flavor, it finishes with a coating of furry tannins.",86,25.0,Red Blend,Turkey,worst reviews,country
424,"Zesty and full bodied, this has delightful aromas of freshly mowed lawn, lemon pith and grapefruit zest. It's clean, crisp and somewhat astringent on the palate, making this a great wine to pair with raw clams and oysters.",86,15.0,Sauvignon Blanc,Slovenia,worst reviews,country
425,"Aromas of blackberry and thyme lead to flavors of slightly sour cherry, strawberry, thyme and oregano. Soft tannins provide a backdrop for refreshing fruit and savory flavors that are notably tart from start to finish.",86,15.0,Red Blend,Turkey,worst reviews,country
426,"Deep blush in the glass, this wine has aromas of white peach and rose petal. It is full in the mouth, with flavors of nectarine, clementine and lavender. Soft floral notes enhance the bright finish.",86,12.0,Rosé,Georgia,worst reviews,country
427,"This aged Riesling is medium gold colored, with pleasant aromas of lemon peel and petrol. It is round and generous on the palate, with flavors of lemon custard and green olive tapenade. The finish is long, with lingering flavors of lemon pith.",86,22.0,Riesling,Serbia,worst reviews,country
428,"This Riesling from Slovenia is a bit perfumed on the nose with an abundance of white blossoms, baby powder and pink grapefruit aromas, but there's a pleasant, citrusy sweetness and acidity throughout. Medium bodied, it finishes quite dry with a gentle white tea astringency.",86,20.0,Riesling,Slovenia,worst reviews,country
429,"Fragrant of freshly cut grass, honeydew melon and orange blossoms, this dry, medium-bodied Sauvignon Blanc from Slovenia has pleasant grapefruit and lemon flavors and a racy, zippy acidity that tingles on the tongue. It's a simple but refreshing wine with a lime zest and smoke finish.",86,20.0,Sauvignon Blanc,Slovenia,worst reviews,country
430,"Deep red violet to the eye, this wine offers aromas of ripe cherry, pomegranate and orange zest. There is a sensation of coolness dominating fruit, with flavors of blackberry, pomegranate, menthol, clove and orange zest. It is a bit chewy on the palate; the strong tannins are crying out to be served alongside grilled lamb or beef.",86,120.0,Merlot,Turkey,worst reviews,country
431,"This blend of two native Turkish grapes is deep red-violet in color, with a bouquet of blackberry, blueberry and anisette. It is fairly tart from entry to finish, with soft tannins and flavors of raspberry, strawberry and lingonberry that dominate over touches of espresso bean and leather.",86,19.0,Red Blend,Turkey,worst reviews,country
432,Aromas of black cherry and smoked meats lead to tastes of black cherry and vanilla. It is soft both on entry and finish.,85,7.0,Pinot Noir,Slovenia,worst reviews,country
433,"This wine has flavors of Cavaillon melon, star fruit, kiwi and jasmine, with a pronounced woody taste. There is a burst of brightness on the finish alongside a hint of menthol.",85,14.0,White Blend,Morocco,worst reviews,country
434,"This Cypriot wine has a spicy, somewhat candied fruit nose that leads into savory and sweet spicebox flavors. Fragrant, fresh and complex, it's a pronounced style with a mysterious edge.",85,16.0,Red Blend,Cyprus,worst reviews,country
435,"An easygoing, refreshing Sauvignon Blanc with minimal fanfare and a solid, herbal and grassy character. Overall, good fruit flavors and a clean finish. Pair with seafood or spicy curries for an extra kick.",85,8.0,Sauvignon Blanc,Moldova,worst reviews,country
436,"The rich, spicy and savory nose evoke the food for which the country is known, and this wine would undoubtedly pair well with full-bodied, spiced meats and stews. Its full, spicy nose leads into dependable flavors of red berry, wooded spice and pepper, with a slightly bitter, smoked edge. Not a terribly complex wine, but solid and tasty nonetheless.",85,48.0,Bordeaux-style Red Blend,Hungary,worst reviews,country
437,"Concentrated apple and pear flavors are flecked with notes of honey and tangerine skin on this dry blend of traditional Tokaji and international grapes. There's a trace vein of green, vegetal notes, but it's refreshing and easy drinking.",85,25.0,White Blend,Hungary,worst reviews,country
438,"An alluring nose of apples, flowers and citrus lead this delicate white from Cyprus. Pretty, unfolding flavors of apple, flowers and citrus are backed by good acidity and a touch of spice.",85,17.0,White Blend,Cyprus,worst reviews,country
439,"White flower and pink bubblegum notes lend a slightly confected tone to this semisweet Hungarian sparkling wine, but it's an undeniably drinkable, peach-flavored sip, with sharp effervescence and a tasty sugar-cookie finish.",85,13.0,Sparkling Blend,Hungary,worst reviews,country
440,"Basic cherry aromas turn more earthy and soupy with air. A crisp pulling palate holds flavors of tomato and spiced plum, while this is mild, with nothing much to speak of on the finish.",85,12.0,Pinot Noir,,worst reviews,country
441,"This wine has aromas of cranberry and black raspberry. It offers soft tannins and flavors of cassis, black cherry and cherry vanilla before the fruit-filled finish.",85,10.0,Cabernet Sauvignon,Moldova,worst reviews,country
442,"This white blend offers a full nose of vanilla and spice, followed by full-bodied flavors that are both fruity and spicy. Pair with salads, cheeses or sip alone on a hot day.",85,15.0,White Blend,Macedonia,worst reviews,country
443,"This garnet-colored wine is an interesting blend of Saperavi, Merlot, Cabernet Sauvignon and Pinot Noir. It has aromas of smoked meat and red raspberry and flavors of ripe dark fruits. It's not perfectly harmonious in the midpalate but it comes together in the post palate with a bright fruit finish.",84,13.0,Red Blend,Moldova,worst reviews,country
444,"This wine starts with a soft, harmonious nose of cherry, cinnamon and pepper, and the flavors, though a touch tart and thin, offer a good spicy midpalate and elegant overall character.",84,10.0,Pinot Noir,Bulgaria,worst reviews,country
445,"This wine feels flat, with no life to the palate. It's been fermented to complete dryness, leaving only tired skin flavors of dried lemon and mixed citrus. Two bottles were tasted, with identical results.",84,28.0,Riesling,Canada,worst reviews,country
446,"This refreshing Chardonnay—with aromas of grapefruit and lemon and flavors of zesty grapefruit and lemon zest—is anchored by a weight that gives it balance. Overall, the wine finds a great middle ground and is food friendly.",84,8.0,Chardonnay,Bulgaria,worst reviews,country
447,"Pleasantly yeasty and nutty on the nose, this is a slightly drier offering within their charmat method line. Frothy with a fresh apple palate, it's the perfect value sparkler meant for everyday entertaining.",84,10.0,Sparkling Blend,Georgia,worst reviews,country
448,"Red violet in the glass, this blend of 85% Öküzgözü and 15% Cabernet Sauvignon has a nose of butterscotch and black cherry. Flavors do not coalesce completely, with cool notes of menthol and clove prevailing over flavors of tart cherry, raspberry and a hint of iodine.",84,14.0,Red Blend,Turkey,worst reviews,country
449,"Lavender and ripe black-cherry aromas are enticing on this Pinot Noir. Dry and full bodied, it doesn't have a lot of concentration, but it's softly fruity, with hints of soil and autumn leaf.",84,15.0,Pinot Noir,Macedonia,worst reviews,country
450,"Aromas of sweet honey and caramelized sugar on this Bulgarian Riesling belie a palate that's crisp, dry and bristling with acidity. Fresh lemon and apple flavors lack concentration but finish briskly with a hint of dusty minerality.",84,9.0,Riesling,Bulgaria,worst reviews,country
451,"This blend of Gamay and Prokupe has aromas of tart cherry and Mediterranean herbs. Flavors recall cherry, black plum and stewed prune.",84,6.0,Red Blend,,worst reviews,country
452,"This wine has aromas of honeysuckle and lemon curd, with flavors of lemon-meringue pie and lemon pith. The finish is clean and crisp.",84,6.0,Riesling,,worst reviews,country
453,"High-toned, red cherry fruit aromas on this bold, full-bodied Croatian Pinot transition nicely to a deeply concentrated black fruit palate sprinkled with cocoa and vanilla notes. The texture is lush overall, but grape tannins feel harsh and grippy on the finish.",84,13.0,Pinot Noir,Croatia,worst reviews,country
454,"Earthy with hints of roasted nuts and dried herb, this is a uniquely savory Sauvignon that would pair well with herb-accented fowl and fish. The palate is round and rich, but balanced with brisk lime acidity and a characteristic grassiness on the finish.",84,20.0,Sauvignon Blanc,Slovenia,worst reviews,country
455,"Wispy hints of stonefruit and clementine mingle with savory notes of nettle and dried herb on this characteristically grassy, brisk Sauvignon Blanc. The palate is delicately flavored, with a dusty mineral note that lingers.",84,16.0,Sauvignon Blanc,Czech Republic,worst reviews,country
456,"A rare disappointment for a Grosses Gewächs wine. Although solid, it lacks the expected fireworks, instead delivering off-dry honey, anise and oil notes and finishing with a distinctly sweet-sour edge.",84,69.0,Riesling,Germany,worst reviews,country
457,"Pleasant pear and melon notes, a light- to medium-weight feel on the palate and a crisp, citrusy finish add up to a decent simple quaff. Drink now.",84,20.0,Riesling,Germany,worst reviews,country
458,"Anise, blackberry and pepper on the nose and palate create an appealing Merlot that is nonetheless a touch acidic. Balance it with a rich meat stew or duck entrée.",84,50.0,Merlot,Canada,worst reviews,country
459,"Darkly toasted oak lends a veil of smoke and char to apple and lemon flavors in this dry, full-bodied Chardonnay. There are hints of stems and leaves on the midpalate, but overall, it's a well-composed wine with balanced acidity and alcohol.",84,10.0,Chardonnay,Romania,worst reviews,country
460,"Oak aging gives this wine weight and richness, but detracts from the natural herbaceous fruitiness. The palate is spicy and peppery. Screwcap.",84,,Sauvignon Blanc,Austria,worst reviews,country
461,"Savory citrus notes and refreshing lemon notes lend interest to this simple sparkler, with soft, frothy mousse and primary citrus flavors. For immediate drinking.",84,20.0,Sparkling Blend,Austria,worst reviews,country
462,"Hints of rose petals are a curious contrast to earthier scents of soil and beets on this full bodied, slightly chunky Romanian Merlot. Pleasant for everyday dining; flavors of charred wood and preserved plum would pair nicely with an assortment of smoked meats and cheeses.",84,15.0,Merlot,Romania,worst reviews,country
463,"Golden honey in color, this wine proffers a one-note nose of guava. Flavors of guava, apricot and flint culminate in a lightly floral finish.",84,14.0,White Blend,Georgia,worst reviews,country
464,"Grassy with green leaf and fresh-cut herb notes, this dry, easy-drinking wine boasts lively lime-juice acidity and pleasant apple flavor. Slightly dusty notes of dried herb and reed distract on the finish.",83,9.0,Sauvignon Blanc,Bulgaria,worst reviews,country
465,"The lavors of candied red cherry and flower are pleasant, but dusty herb notes distract on the nose and palate. It's a big wine at 13.9% abv, but zesty acidity keeps it relatively balanced.",83,21.0,Rosé,Croatia,worst reviews,country
466,"Vaguely Chardonnay-like, with peppery, peach aromas and flavors, bone dry, and a creamy mouthfeel. Not a lot of complexity, it's a country-style wine, with no flaws but kind of obvious. —S.H.",83,23.0,White Blend,Austria,worst reviews,country
467,"On the nose, this nonvintage sparkler from the Ukraine has primary notes of yeast and freshly baked bread There are soft flavors of green apple and peach in the mouth with gentle persistent bubbles.",83,10.0,Sparkling Blend,Ukraine,worst reviews,country
468,"Simple, solid aromas of cherry, cinnamon and spice are followed by like flavors in this good everyday red from Lebanon. The wine has a soft touch but plenty of character, and its lingering berry and spice finish add to the appeal. A solid overall performance.",83,25.0,Red Blend,Lebanon,worst reviews,country
469,"A soft blackberry, vanilla and plum nose is followed by a rustic mélange of dried tea, berry and spice flavors in this Merlot. Tannins are firm and the overall flavors good, but the wine needs a little more cohesion.",83,38.0,Merlot,Switzerland,worst reviews,country
470,"The nose is a tad dusty, with hints of unripe fruit and leaves, but the palate on this brut sparkling is clean and lemony, with a sharp, steely profile. Aggressive on the attack, with a stark, brisk acidity, it finishes with abundantly mouth-filling froth.",83,13.0,Sparkling Blend,Ukraine,worst reviews,country
471,"Soft, fruity and juicy, this is a pleasant, simple wine that is a blend from different European countries. It is balanced and very drinkable for parties or barbecues. Screwcap.",83,,Red Blend,,worst reviews,country
472,"There's a slightly eccentric nose to this Moldovan SB, with its baked vanilla and floral notes, and on the palate, the wine is a bit overwrought and grapy. But despite these hiccups, the wine offers overall refreshing citrus flavors and a nice spin of spice.",83,16.0,Sauvignon Blanc,Moldova,worst reviews,country
473,"Persistent bubbles lead the way to aromas of citrus blossom, green apple and yeasty bread. There are flavors of apple juice and lemon preserves in the midpalate. The finish is pleasantly sweet.",83,10.0,Sparkling Blend,Ukraine,worst reviews,country
474,"This Roditis-Sauvignon blend starts with a soft, floral nose of lemon and peach and leads into crisp but rich flavors of citrus and flowers. Simple but a good everyday white, especially with light meals.",83,15.0,White Blend,Greece,worst reviews,country
475,"This Croatian Pinot Gris is easy and likable, with its citric, spicy nose and simple, balanced flavors of spice, citrus and steely minerality. Fresh and fun, the wine will pair well with salads, seafood and spicy Asian cuisine.",83,,Pinot Gris,Croatia,worst reviews,country
476,"Cinnamon, pepper and spice lead this fun red from Greece. Flavors of cedar, pepper, tobacco and coffee give it a plucky edge. Savory notes round it out. Pair with grilled lamb, steak.",83,17.0,Red Blend,Greece,worst reviews,country
477,"Tawny copper in color, this starts out with a bit of spice that quickly disappears. It's thin without any fruit flavor at all, and finishes with a hint of plastic.",83,18.0,Rosé,Canada,worst reviews,country
478,A curiously earthy wine with ripe fruits but also a sense of bitterness. Notes of gooseberries and undergrowth finish with an off-dry character at the end. Screwcap.,83,22.0,Sauvignon Blanc,Austria,worst reviews,country
479,"The attractive opening notes of orange blossom and mild spice are quickly overwhelmed by an off-putting asparagus and sulfur note that just doesn't yield. Light on the palate, the wine finishes lean with a pronounced vegetal element. This producer has impressed us with other offerings, but this one misses the mark.",83,16.0,White Blend,South Africa,worst reviews,country
480,"This Lebanese white starts with aromas of honey, peach and lemon, offering like flavors in a viscous blend on the palate. Some spice offers lift, but overall the wine has a richer character. A pretty, unfolding finish.",83,40.0,White Blend,Lebanon,worst reviews,country
481,"This Chardonnay, Viognier and Vermentino blend from Lebanon starts with aromas of candied allspice, flowers and toast. On the palate, the wine offers soft, subtle flavors of spice, flowers and vanilla. Unusual but approachable—pair with poultry, cheeses.",83,19.0,White Blend,Lebanon,worst reviews,country
482,"A very pretty, opulent floral nose with hints of spice lead on this Hungarian sparkler. On the palate, it has a clean, minerally flavor that lacks some of the dimension and finesse that the nose would lead one to expect. A good food wine, though—and fun. Imported by MHW Ltd.",83,10.0,Sparkling Blend,Hungary,worst reviews,country
483,"Whiffs of reeds and dusty mineral contrast sharply against sunny, slightly candied citrus and peach flavors on the palate. It's medium sweet with a delicate, dainty composure. Drink now.",83,12.0,Riesling,Germany,worst reviews,country
484,"High-toned apples and pears and a grassy, herbal note scent this unique blend of Croatian and international grape varieties. Deep gold in color, it's a savory wine with a bruised apple palate, but an interesting pick for everyday.",83,19.0,White Blend,Croatia,worst reviews,country
485,"Powdered sugar and lifted lemon scents mark this blend of traditional Georgian white grapes. The off-dry, charmat method produced wine is a bit more aggressive on the palate than Bagrationi's méthode Champenoise counterparts, but a value alternative to Prosecco.",83,10.0,Sparkling Blend,Georgia,worst reviews,country
486,"Dense and syrupy like black cherry juice, this semisweet Romanian Pinot Noir is not a wine with much finesse, but if you're looking for a sugary red wine low in tannins and acidity, this is right up your alley.",83,10.0,Pinot Noir,Romania,worst reviews,country
487,"The nose on this red blend from Hungary is so inviting with its balanced wave of warming spices, red berry and pepper. But on the palate, there's a note of hard cherry candy sweetness and tartness and a lack of overall dimension that keeps a good wine from being great.",83,28.0,Red Blend,Hungary,worst reviews,country
488,"A kitchen sink blend of red grape varieties from Cinsault to Tempranillo, this quirky Lebanese red is soft and pulpy with overripe fruit, mocha chocolate and a whiff of barnyard on the nose and palate.",82,14.0,Red Blend,Lebanon,worst reviews,country
489,"A fresh, slightly green nose is followed by angular red berry and spice flavors in this Merlot. The wine has good structure but is a touch acidic and tart—pair it with richer, rounded dishes to soften it out.",82,8.0,Red Blend,Moldova,worst reviews,country
490,"There's an assertive green character to this wine, presented in notes of green bean, pepper, tomato leaf and lime peel on the nose and palate. The mouthfeel is broad and slightly flat, with a jalapeño accent on the finish.",82,16.0,Sauvignon Blanc,South Africa,worst reviews,country
491,Soft and sweet. Opens with pretty peach and cherry scents that give way to pear flavors in the mouth. There isn't much intensity or length here but this is a fine choice for quaffing on casual occasions.,82,10.0,Sparkling Blend,Germany,worst reviews,country
492,"Though pleasant aromatically with lots of freshly cut grass and gooseberry notes, this full-bodied, dry Bulgarian Sauvignon Blanc has a dense, clunky mouthfeel and a bracingly high acidity. There's some decent lemon and grapefruit flavors, but plenty of tinned green asparagus as well.",82,9.0,Sauvignon Blanc,Bulgaria,worst reviews,country
493,"Rusty in color and overdone on the nose, this Pinot smells charred and burnt out. Rough and abrasive in feel, with weedy herbal berry flavors, this tastes roasted and savory on the finish while leaving a lot to be desired.",82,15.0,Pinot Noir,Uruguay,worst reviews,country
494,"This pale lemon sparkling wine has aromas of citrus flowers, brioche and yeast in the bouquet. It is slightly sweet on the palate with flavors of green apple, peach and sweet lime juice.",82,10.0,Sparkling Blend,Ukraine,worst reviews,country
495,"This sparkling rosé has aromas of honeydew melon and dried red cherries. In the mouth, it has persistent bubbles, flavors of ripe strawberry and a sweet red-fruit finish.",82,10.0,Sparkling Blend,Ukraine,worst reviews,country
496,"There's a vegetal, tinned nature to this late harvest Riesling from Romania that dominates both the nose and the palate. Honeyed apple and pear flavors peek through the off-dry palate, but overall, it's a disjointed, tired wine with bracingly high acidity.",82,9.0,Riesling,Romania,worst reviews,country
497,"A blend of Cinsault, Grenache and Syrah, this salmon-colored rosé from Lebanon is dominated both on the nose and palate by a green, herbaceous oak character. It's a dry, medium-bodied wine with faint and dusty strawberry and raspberry flavors in the backdrop, but overall, a disjointed, clumsy sip.",82,15.0,Rosé,Lebanon,worst reviews,country
498,"Rose pink with a perfumed, confected aroma of strawberry jam and Love's Baby Soft perfume, this semisweet late harvest Merlot rosé from Romania is sugary and syrupy.",82,9.0,Rosé,Romania,worst reviews,country
499,"Oxidized aromas of vanilla, stale tropical fruits and canned pear syrup lead to a flabby palate with a heavy consistency. Oxidized melon flavors lean in the direction of tropical, while this is dull and chunky on the finish.",82,14.0,Chardonnay,Uruguay,worst reviews,country
500,"This off-dry Riesling has a nose of flowers and warming spices, followed by slightly sweet and spicy fruit (apples, pears, vanilla) flavors. The wine is simple but appealing.",82,16.0,Riesling,Canada,worst reviews,country
501,"This wine starts with a spicy nose of tobacco and mocha tinged with a green character. The wine's dry style offers flavors of wooded spice, red berry, tobacco and a slightly lean spin. Spicy and food friendly, but a touch rustic.",82,17.0,Cabernet Sauvignon,Greece,worst reviews,country
502,"The regular aromas and flavors of Sauvignon Blanc are here but faint—citrus, grass—and there's a stinky egg quality that overrides the whole. Earthy but odd, this wine may be a tough one to love, but it also has an interesting charm.",82,,Sauvignon Blanc,Croatia,worst reviews,country
503,"A Sauvignon Blanc with a Muscat aroma? That's the curious thing about this perfumed wine. It's pleasant, very fresh, perfumed like a candy shop, but has little to do with Sauvignon Blanc flavors. Screwcap.",82,17.0,Sauvignon Blanc,Austria,worst reviews,country
504,"Stalky aromas suggest peach, but overall there's hardly any fruit on the nose of this tired wine. A fat palate is low on acidity, while bland citrus, melon and papaya flavors finish in no man's land.",82,13.0,Sauvignon Blanc,Mexico,worst reviews,country
505,"Stone-fruit and yellow apple aromas come with a hint of ham. Flat and creamy in feel, this tastes almost entirely of leesy vanilla and pithy bitterness. In the folds are bland banana and melon notes.",82,14.0,Chardonnay,Peru,worst reviews,country
506,"The light bouquet offers faint notes of toasted red apple, while in the mouth this flabby wine exhibits notes of mealy flesh accented with soft spice.",82,28.0,Chardonnay,Israel,worst reviews,country
507,"Apple and citrus aromas struggle to hold it together. Citrusy acids control the palate, yielding grapefruit, orange and pithy flavors. Feels unruly. Sauvignon, Sémillon, Chenin Blanc and Viognier.",82,10.0,White Blend,Peru,worst reviews,country
508,"This wine has an element of candied watermelon and cherry in the aromas that gives it a rocky start, but on the palate, bright cherry, watermelon and spice are a bit more becoming. A simple wine with a fruity kick.",82,15.0,Cabernet Sauvignon,Greece,worst reviews,country
509,"This blend of Savatiano and Roditis is very popular in Greece and perhaps a bit too exotic for mainstream palates, but it's easy drinking and priced well. Aromas of citrus and melon are followed by peach and honeydew melon flavors. Simple but friendly.",82,10.0,White Blend,Greece,worst reviews,country
510,"A bit thin in texture, with wan apple and citrus flavors.",82,18.0,Pinot Gris,Germany,worst reviews,country
511,"A light and basic Chardonnay that lacks the fruit to match the oak utilized. There's structure and it finishes long, but the wine is dominated by toasted oak.",82,14.0,Chardonnay,South Africa,worst reviews,country
512,"Aged in older American and French oak barrels for approximately one year, this lacks the fruit to stand up to the bitter tannins. It's green and short, with little fruit flavor.",82,22.0,Pinot Noir,Canada,worst reviews,country
513,"Light and fruity, this is a wine that has some sweetness, a gentle series of white fruits, acidity and lemon zest at the end. Screwcap.",82,,White Blend,,worst reviews,country
514,"More than a touch of green tobacco leafiness shows here. The berry fruit is light, the wine somewhat astringent. There's a touch of earthy complexity, but not much depth or length.",82,15.0,Merlot,South Africa,worst reviews,country
515,"A medium to deep ruby color opens things up. The wine is well-balanced and the tannins soft. Unfortunately, however, this structure is fleshed out with only light coffee notes, and therein lies the problem.",82,14.0,Merlot,South Africa,worst reviews,country
516,"Waxy smelling and gritty, with an oily overtone, this feels O.K. but sort of wayward, with flavors of bitter grapefruit and matchstick. Simple and somewhat sour on the finish.",82,21.0,Chardonnay,Mexico,worst reviews,country
517,"Fiery, punchy aromas of red berries and herbaceous plants make for a rough start. Flavors of leafy red raspberry and plum are typical for basic Merlot, while the finish is juicy in feel, with herbal, leafy, lightly cooked flavors.",82,30.0,Merlot,Mexico,worst reviews,country
518,"Applesauce and wheat aromas immediately make this wine slightly unappealing. In the mouth, it feels bubbly and fruity, with candied apple and orange flavors, followed by a finish that's a mix of sweet corn and dry citrus.",82,26.0,Sparkling Blend,Brazil,worst reviews,country
519,This medium-bodied Chardonnay displays some vegetal notes of canned corn and a slightly oily texture on the finish.,82,15.0,Chardonnay,New Zealand,worst reviews,country
520,"This is fairly hard and fiery on the nose. The palate is tough and the wine smacks around rather than flows easily. With only modest acidity, it's not that lively.",82,25.0,Rosé,Mexico,worst reviews,country
521,"Sauvignon Blanc has never been a focus at Kumeu River, and this is an overly lean, green and underripe rendering.",81,19.0,Sauvignon Blanc,New Zealand,worst reviews,country
522,Light weight and somewhat sweet with flavors of gummy peach candy and tropical fruit juice. Short and simple; drink now.,81,15.0,Sauvignon Blanc,Israel,worst reviews,country
523,"A nose based on candied fruit is pretty much the script for all of the Macaw reds. Like the others, this Merlot is sticky but also acidic. Flavors of raspberry Kool-Aid and foxy plum are mercifully short on the finish.",81,15.0,Merlot,Brazil,worst reviews,country
524,"This is a fat wine with ripe fruits and a strawberry flavors. The palate is dry, with a soft texture. Drink now.",81,10.0,Rosé,Portugal,worst reviews,country
525,"Dull, waxy and smelling of overcooked vegetables, this admirably full-bodied effort is just too green to be considered good.",81,11.0,Sauvignon Blanc,New Zealand,worst reviews,country
526,"Aromas of sawmill and burnt wood are dominant. This feels resiny and sticky. Flavors of spiced apple are smothered by heavy-handed oak, while this is flat as a board and resiny tasting on the finish.",81,12.0,Chardonnay,Uruguay,worst reviews,country
527,"The familiar rosé Lancers is all about crushed strawberries with a touch of sugar. There is a light structure, but the attractive light pink color and the fresh fruit all work together. Screwcap.",81,8.0,Portuguese Red,Portugal,worst reviews,country
528,"Thin and light. Solid flavors of red cherry and berry jam lead into a short but lively finish. With virtually no tannins, this is a suitable choice for lighter chicken or fish dishes.",81,35.0,Merlot,Israel,worst reviews,country
529,"Though a touch green on the nose, that's countered by plenty of wood and vanilla. Hints of plum, faded cherry and licorice appear in the mouth, with a sweet, cedary finish. Drink now.",81,22.0,Tempranillo,Israel,worst reviews,country
530,"Pale and a bit rusty in color, this modest little wine offers nothing beyond faint pine and earth aromas and herbal, tomato-like flavors.",81,15.0,Pinot Noir,New Zealand,worst reviews,country
531,"This simple wine delivers a one-dimensional nose of wild berries and strawberries followed by very sweet flavors of candied cherry and blueberry jelly. If it didn't have alcohol, you could mistake it as a fruity soda pop for children.",81,9.0,Red Blend,Italy,worst reviews,country
